code,roll_no
('8150', '815018214016')
('8150', '815018214017')
('8150', '815018214018')
('8150', '815018214019')
('8150', '815018214021')
('8150', '815018214022')
('8150', '815018214023')
('8150', '815018214024')
('8150', '815018214025')
('8150', '815018214026')
('8150', '815018214027')
('8150', '815018214030')
('8150', '815018214031')
('8150', '815018214033')
('8150', '815018214034')
('8150', '815018214035')
('8150', '815018214036')
('8150', '815018214037')
('8150', '815018214038')
('8150', '815018214039')
('8150', '815018214040')
('8150', '815018214042')
('8150', '815018214043')
('8150', '815018214044')
('8150', '815018214045')
('8150', '815018214046')
('8150', '815018214047')
('8150', '815018214048')
('8150', '815018214049')
('8150', '815018214050')
('8150', '815018214051')
('8150', '815018214052')
('8150', '815018214054')
('8150', '815018214056')
('8150', '815018214057')
('8150', '815018214058')
('8150', '815018218002')
('8150', '815018218003')
('8150', '815018218006')
('8150', '815018218007')
('8150', '815018218011')
('8150', '815018218012')
('8150', '815018218013')
('8150', '815018218015')
('8150', '815018218016')
('8150', '815018218017')
('8150', '815018218019')
('8150', '815018218020')
('8150', '815018218021')
('8150', '815018218022')
('8150', '815018218023')
('8150', '815018218024')
('8150', '815018218025')
('8150', '815018218027')
('8150', '815018218028')
('8150', '815018218029')
('8150', '815018218701')
('8150', '815018219001')
('8150', '815018219003')
('8150', '815018219004')
('8150', '815018219005')
('8150', '815018219006')
('8150', '815018219007')
('8150', '815018219008')
('8150', '815018219010')
('8150', '815018219011')
('8150', '815018219012')
('8150', '815018219013')
('8150', '815018219014')
('8150', '815018219015')
('8150', '815018219016')
('8150', '815018219017')
('8150', '815018219018')
('8150', '815018219019')
('8150', '815018219020')
('8150', '815018219021')
('8150', '815018219022')
('8150', '815018251001')
('8150', '815018251002')
('8150', '815018251003')
('8150', '815018251004')
('8150', '815018251005')
('8150', '815018251006')
('8150', '815018251007')
('8150', '815018251008')
('8150', '815018251009')
('8150', '815018251010')
('8150', '815018251011')
('8150', '815018251012')
('8150', '815018251013')
('8150', '815018251014')
('8150', '815018251015')
('8150', '815018251016')
('8150', '815018251017')
('8150', '815018251018')
('8150', '815017251003')
('8150', '815017251005')
('8150', '815017251006')
('8150', '815017251008')
('8150', '815017251009')
('8150', '815017251010')
('8150', '815017251012')
('8150', '815017251013')
('8150', '815017251014')
('8150', '815017251015')
('8150', '815017251016')
('8150', '815017251017')
('8150', '815017251018')
('8151', '815118103003')
('8151', '815118103005')
('8151', '815118103008')
('8151', '815118103009')
('8151', '815118103010')
('8151', '815118103011')
('8151', '815118103014')
('8151', '815118103015')
('8151', '815118103016')
('8151', '815118103018')
('8151', '815118103019')
('8151', '815118103020')
('8151', '815118103021')
('8151', '815118103022')
('8151', '815118103023')
('8151', '815118103024')
('8151', '815118103025')
('8151', '815118103304')
('8151', '815118103305')
('8151', '815118103306')
('8151', '815118104001')
('8151', '815118104002')
('8151', '815118104003')
('8151', '815118104004')
('8151', '815118104005')
('8151', '815118104006')
('8151', '815118104007')
('8151', '815118104008')
('8151', '815118104009')
('8151', '815118104010')
('8151', '815118104011')
('8151', '815118104013')
('8151', '815118104014')
('8151', '815118104015')
('8151', '815118104016')
('8151', '815118104018')
('8151', '815118104019')
('8151', '815118104020')
('8151', '815118104021')
('8151', '815118104022')
('8151', '815118104023')
('8151', '815118104025')
('8151', '815118104026')
('8151', '815118104027')
('8151', '815118104028')
('8151', '815118104029')
('8151', '815118104030')
('8151', '815118104032')
('8151', '815118104033')
('8151', '815118104034')
('8151', '815118104036')
('8151', '815118104037')
('8151', '815118104038')
('8151', '815118104039')
('8151', '815118104040')
('8151', '815118104041')
('8151', '815118104042')
('8151', '815118104043')
('8151', '815118104044')
('8151', '815118104045')
('8151', '815118104046')
('8151', '815118104047')
('8151', '815118104048')
('8151', '815118104049')
('8151', '815118104050')
('8151', '815118104051')
('8151', '815118104052')
('8151', '815118104053')
('8151', '815118104054')
('8151', '815118104055')
('8151', '815118105001')
('8151', '815118105002')
('8151', '815118105005')
('8151', '815118105007')
('8151', '815118105011')
('8151', '815118105012')
('8151', '815118105014')
('8151', '815118105016')
('8151', '815118105018')
('8151', '815118105019')
('8151', '815118105020')
('8151', '815118105021')
('8151', '815118105022')
('8151', '815118105024')
('8151', '815118105025')
('8151', '815118105026')
('8151', '815118105032')
('8151', '815118105033')
('8151', '815118105034')
('8151', '815118105302')
('8151', '815118105303')
('8151', '815118106001')
('8151', '815118106002')
('8151', '815118106003')
('8151', '815118106005')
('8151', '815118106006')
('8151', '815118106007')
('8151', '815118106008')
('8151', '815118106010')
('8151', '815118106011')
('8151', '815118106014')
('8151', '815118106015')
('8151', '815118106016')
('8151', '815118106017')
('8151', '815118106019')
('8151', '815118106020')
('8151', '815118106021')
('8151', '815118106022')
('8151', '815118106023')
('8151', '815118106024')
('8151', '815118106027')
('8151', '815118106028')
('8151', '815118106029')
('8151', '815118106031')
('8151', '815118106032')
('8151', '815118106033')
('8151', '815118106034')
('8151', '815118106036')
('8151', '815118106037')
('8151', '815118106038')
('8151', '815118106039')
('8151', '815118106040')
('8151', '815118106042')
('8151', '815118106045')
('8151', '815118106046')
('8151', '815118106702')
('8151', '815118106702')
('8151', '815118106703')
('8151', '815118106703')
('8151', '815118106704')
('8151', '815118106704')
('8151', '815118114001')
('8151', '815118114002')
('8151', '815118114003')
('8151', '815118114004')
('8151', '815118114005')
('8151', '815118114007')
('8151', '815118114008')
('8151', '815118114009')
('8151', '815118114010')
('8151', '815118114011')
('8151', '815118114012')
('8151', '815118114013')
('8151', '815118114014')
('8151', '815118114016')
('8151', '815118114018')
('8151', '815118114020')
('8151', '815118114021')
('8151', '815118114022')
('8151', '815118114024')
('8151', '815118114025')
('8151', '815118114026')
('8151', '815118114027')
('8151', '815118114029')
('8151', '815118114030')
('8151', '815118114031')
('8151', '815118114032')
('8151', '815118114033')
('8151', '815118114035')
('8151', '815118114037')
('8151', '815118114038')
('8151', '815118114040')
('8151', '815118114042')
('8151', '815118114043')
('8151', '815118114044')
('8151', '815118114045')
('8151', '815118114046')
('8151', '815118114047')
('8151', '815118114048')
('8151', '815118114050')
('8151', '815118114051')
('8151', '815118114052')
('8151', '815118114054')
('8151', '815118114055')
('8151', '815118114057')
('8151', '815118114059')
('8151', '815118114060')
('8151', '815118114061')
('8151', '815118114062')
('8151', '815118114063')
('8151', '815118114064')
('8151', '815118114065')
('8151', '815118114066')
('8151', '815118114067')
('8151', '815118114068')
('8151', '815118114069')
('8151', '815118114070')
('8151', '815118114071')
('8151', '815118114075')
('8151', '815118114076')
('8151', '815118114077')
('8151', '815118114078')
('8151', '815118114080')
('8151', '815118114081')
('8151', '815118114082')
('8151', '815118114083')
('8151', '815118114084')
('8151', '815118114086')
('8151', '815118114087')
('8151', '815118114088')
('8151', '815118114089')
('8151', '815118114301')
('8151', '815118114302')
('8151', '815118114303')
('8151', '815118114304')
('8151', '815118114701')
('8151', '815118114701')
('8151', '815118121001')
('8151', '815118121002')
('8151', '815118121003')
('8151', '815118121004')
('8151', '815118121005')
('8151', '815118121006')
('8151', '815118121007')
('8151', '815118121008')
('8151', '815118121009')
('8151', '815118121010')
('8151', '815118121011')
('8151', '815118121012')
('8151', '815118121013')
('8151', '815118121014')
('8151', '815118121015')
('8151', '815118121017')
('8151', '815118121018')
('8151', '815118121019')
('8151', '815118121020')
('8151', '815118121021')
('8151', '815118121022')
('8151', '815118121023')
('8151', '815118121024')
('8151', '815118121025')
('8151', '815118121026')
('8151', '815118121027')
('8151', '815118121028')
('8151', '815118121029')
('8151', '815118121030')
('8151', '815118121031')
('8151', '815118121032')
('8151', '815118121033')
('8151', '815118121035')
('8151', '815118121036')
('8151', '815118121037')
('8151', '815118121038')
('8151', '815118121039')
('8151', '815118121040')
('8151', '815118121041')
('8151', '815118121042')
('8151', '815118121043')
('8151', '815118121044')
('8151', '815118121701')
('8151', '815118121701')
('8151', '815118251001')
('8151', '815118251002')
('8151', '815118251003')
('8151', '815118251004')
('8151', '815118251005')
('8151', '815117251001')
('8151', '815117251002')
('8151', '815117251003')
('8151', '815117251004')
('8151', '815117251005')
('8151', '815117251006')
('8151', '815117251007')
('8151', '815117251009')
('8151', '815117251010')
('8151', '815117251011')
('8151', '815117251012')
('8151', '815117251013')
('8151', '815117251014')
('8151', '815117251501')
('8151', '815117251701')
('8151', '815117251701')
('8151', '815120631001')
('8151', '815120631002')
('8151', '815120631003')
('8151', '815120631004')
('8151', '815120631005')
('8151', '815120631006')
('8151', '815120631007')
('8151', '815120631008')
('8151', '815120631009')
('8151', '815120631010')
('8151', '815120631011')
('8151', '815120631013')
('8151', '815120631014')
('8151', '815120631015')
('8151', '815120631016')
('8151', '815120631017')
('8151', '815120631019')
('8151', '815120631020')
('8151', '815120631021')
('8151', '815120631022')
('8151', '815120631023')
('8151', '815120631024')
('8151', '815120631025')
('8151', '815120631026')
('8151', '815120631027')
('8151', '815120631028')
('8151', '815120631029')
('8151', '815120631030')
('8151', '815120631031')
('8151', '815120631032')
('8151', '815120631033')
('8151', '815120631034')
('8153', '815318251002')
('8153', '815318251003')
('8153', '815318251004')
('8153', '815318251005')
('8153', '815318251006')
('8153', '815318251007')
('8153', '815318251008')
('8153', '815318251009')
('8153', '815318251010')
('8153', '815317251001')
('8153', '815317251002')
('8153', '815317251003')
('8153', '815317251004')
('8153', '815317251005')
('8153', '815317251006')
('8153', '815317251007')
('8153', '815317251008')
('8153', '815317251009')
('8154', '815418103001')
('8154', '815418103002')
('8154', '815418103003')
('8154', '815418103005')
('8154', '815418103007')
('8154', '815418103009')
('8154', '815418103010')
('8154', '815418103011')
('8154', '815418103012')
('8154', '815418103301')
('8154', '815418104001')
('8154', '815418104002')
('8154', '815418104005')
('8154', '815418104006')
('8154', '815418104007')
('8154', '815418104012')
('8154', '815418104013')
('8154', '815418104014')
('8154', '815418104016')
('8154', '815418104018')
('8154', '815418104019')
('8154', '815418104020')
('8154', '815418104021')
('8154', '815418104022')
('8154', '815418104024')
('8154', '815418104301')
('8154', '815418104302')
('8154', '815418104701')
('8154', '815418104702')
('8154', '815418108001')
('8154', '815418108002')
('8154', '815418108003')
('8154', '815418108004')
('8154', '815418108005')
('8154', '815418108006')
('8154', '815418108007')
('8154', '815418108008')
('8154', '815418108010')
('8154', '815418108011')
('8154', '815418108012')
('8154', '815418108013')
('8154', '815418108014')
('8154', '815418108015')
('8154', '815418108016')
('8154', '815418108017')
('8154', '815418108018')
('8154', '815418108019')
('8154', '815418108020')
('8154', '815418108021')
('8154', '815418108022')
('8154', '815418108023')
('8154', '815418114002')
('8154', '815418114004')
('8154', '815418114005')
('8154', '815418114006')
('8154', '815418114007')
('8154', '815418114011')
('8154', '815418114013')
('8154', '815418114014')
('8154', '815418114016')
('8154', '815418114017')
('8154', '815418114018')
('8154', '815418114301')
('8154', '815418114302')
('8154', '815418114303')
('8155', '815518103001')
('8155', '815518103003')
('8155', '815518104002')
('8155', '815518104003')
('8155', '815518104004')
('8155', '815518104005')
('8155', '815518104006')
('8155', '815518104007')
('8155', '815518105001')
('8155', '815518105002')
('8155', '815518105003')
('8155', '815518105004')
('8155', '815518105005')
('8155', '815518105006')
('8155', '815518105008')
('8155', '815518114001')
('8155', '815518114003')
('8155', '815518114004')
('8155', '815518114005')
('8155', '815518114006')
('8155', '815518114008')
('8155', '815518114010')
('8155', '815518114303')
('8155', '815518114305')
('8155', '815518114307')
('8155', '815518114308')
('8155', '815518114501')
('8156', '815620103316')
('8156', '815620103319')
('8156', '815620103326')
('8156', '815620103332')
('8156', '815620103358')
('8156', '815619103324')
